tri_facility_id,Facility,City/State,Total releases (lbs),Fugitive air (lbs),Stack air (lbs),Water (lbs),Primary Activity
83276MNSNTHIGHW,P4 Production Llc,"Soda Springs, Idaho",896,0,587,0,All Other Basic Inorganic Chemical Manufacturing
83276NWSTN3010C,Nu-West Industries Inc,"Soda Springs, Idaho",986,0,4,0,Phosphatic Fertilizer Manufacturing
83303MLGMTPOBOX,Amalgamated Sugar Co Llc,"Twin Falls, Idaho",26,0,4,0,Beet Sugar Manufacturing
83347MLGMT500WE,Amalgamated Sugar Co,"Paul, Idaho",41,0,3,0,Beet Sugar Manufacturing
83624NVRSF1012M,Us Ecology Idaho Inc,"Grand View, Idaho",792,0,0,0,Hazardous Waste Treatment and Disposal
83651MLGMTPOBOX,Amalgamated Sugar Co Llc Nampa,"Nampa, Idaho",25,0,3,0,Beet Sugar Manufacturing
83846LCKYFI90EX,Hecla Ltd Lucky Friday Min E Unit,"Mullan, Idaho",1698,0,0,0,Silver Ore Mining
84006KNNCT12300,Kennecott Utah Copper Mine Concentrators & Power Plant,"Bingham Canyon, Utah",35659,1,32,1,Copper Ore and Nickel Ore Mining
84006KNNCT8200S,Kennecott Barneys Canyon Mining Co,"Copperton, Utah",6,0,6,0,Gold Ore Mining
84006KNNCT8362W,Kennecott Utah Copper Smelter & Refinery,"Magna, Utah",618,0,5,1,Primary Smelting and Refining of Copper
84029NVRCRUSINT,Energysolutions Llc,"Clive, Utah",690,0,0,0,Hazardous Waste Treatment and Disposal
84029SFTYK11600,Clean Harbors Aragonite Llc,"Grantsville, Utah",52747,0,3,0,Hazardous Waste Treatment and Disposal
84050HLNMN6055E,Holcim (Us) Inc Devil's Slide Plant,"Morgan, Utah",21,0,21,0,Cement Manufacturing
84054BGWST333WE,Big West Oil Llc,"North Salt Lake, Utah",10,0,7,0,Petroleum Refineries
84074MXMGNROWLE,Us Magnesium Llc,"Rowley, Utah",85,0,85,0,Primary Smelting and Refining of Nonferrous Metal (except Copper and Aluminum)
84074PPMNCI80,Clean Harbors Grassy Mountain Llc,"Grantsville, Utah",5150,0,0,0,Hazardous Waste Treatment and Disposal
84074SRMY DESER,Us Army Deseret Chemical Depot,"Stockton, Utah",63,0,1,0,National Security
84078BNNZP12500,Bonanza Power Plant,"Vernal, Utah",144,0,2,0,Fossil Fuel Electric Power Generation
84087PHLLP393SO,Holly Refining & Marketing Co Woods Cross Refinery,"Woods Cross, Utah",2,0,2,0,Petroleum Refineries
84103MCLCM474WE,Tesoro Refining & Marketing Co,"Salt Lake City, Utah",38,0,34,0,Petroleum Refineries
84330NCRST7285W,Nucor Steel A Div Of Nucor Corp (Part),"Plymouth, Utah",949,0,231,0,Iron and Steel Mills
84513PCFCR3MILE,Pacificorp Hunter Plant,"Castle Dale, Utah",290,0,99,0,Fossil Fuel Electric Power Generation
84526PCFCRINTER,Pacificorp Carbon Plant,"Helper, Utah",33,0,11,0,Fossil Fuel Electric Power Generation
84528PCFCR10MIL,Pacificorp Energy Huntington Plant,"Huntington, Utah",154,0,27,0,Fossil Fuel Electric Power Generation
84539SNNYSONEPO,Sunnyside Cogeneration Associates,"Sunnyside, Utah",75,1,2,0,Fossil Fuel Electric Power Generation
84624GRYMN32MIL,Graymont Western Us Inc,"Delta, Utah",64,0,9,0,"Crushed and Broken Limestone Mining and Quarrying, Lime Manufacturing"
84624NTRMN850BR,Intermountain Power Generating Station,"Delta, Utah",721,0,202,0,Fossil Fuel Electric Power Generation
84648STHWSHIWAY,Ash Grove Cement- Leamington Utah,"Leamington, Utah",101,0,101,0,Cement Manufacturing
85007SFTYK1340W,Clean Harbors Arizona,"Phoenix, Arizona",350,0,0,0,Hazardous Waste Treatment and Disposal
85027HNYWL21111,Honeywell Deer Valley,"Phoenix, Arizona",14,0,0,0,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing"
85043SPRRS5736W,Veolia Es Technical Solutions Llc,"Phoenix, Arizona",74,0,1,0,Hazardous Waste Treatment and Disposal
85212CMCRB11444,Cmc Rebar Arizona,"Mesa, Arizona",40,0,35,0,Iron and Steel Mills
85235SRCNC64ASA,Asarco Llc Ray Complex/ Hayden Smelter & Concentrator,"Hayden, Arizona",423,0,20,0,Primary Smelting and Refining of Copper
85237SRCNCHWY17,Asarco Llc Ray Mine Operations,"Kearny, Arizona",80,0,0,0,Copper Ore and Nickel Ore Mining
85273RSLTN12MAG,Resolution Copper Mining,"Superior, Arizona",369,0,0,0,Copper Ore and Nickel Ore Mining
85532NSPRTPOBOX,Freeport-Mcmoran Miami Inc,"Claypool, Arizona",2746,5,316,1,Copper Ore and Nickel Ore Mining
85606RZNLCHWY19,Arizona Electric Power Cooperative Inc,"Cochise, Arizona",229,0,217,0,Fossil Fuel Electric Power Generation
85609NRDCP3048S,Nord Resources Corp Johnson Camp Mine,"Dragoon, Arizona",1929,0,0,0,Copper Ore and Nickel Ore Mining
85614CYPRS6200W,Freeport-Mcmoran Sierrita Inc,"Green Valley, Arizona",1931,0,0,0,Copper Ore and Nickel Ore Mining
85654RZNPR11115,Calportland Co - Rillito Plant,"Rillito, Arizona",68,0,68,0,Cement Manufacturing
85714RVNGT3950E,Irvington Generating Station,"Tucson, Arizona",7,0,5,0,Fossil Fuel Electric Power Generation
85936CRNDG7MINE,Coronado Generating Station,"Saint Johns, Arizona",583,0,472,0,Fossil Fuel Electric Power Generation
85937STNST277SP,Catalyst Paper (Snowflake) Inc,"Snowflake, Arizona",41,0,32,0,Newsprint Mills
85938SPRNG12MIL,Springerville Generating Station,"Springerville, Arizona",1039,0,295,0,Fossil Fuel Electric Power Generation
86032CHLLPOLDUS,Cholla Power Plant,"Joseph City, Arizona",762,0,279,0,Fossil Fuel Electric Power Generation
86040NVJGN5MIOF,Salt River Project Navajo Generating Station,"Page, Arizona",1040,0,566,0,Fossil Fuel Electric Power Generation
86324PHNXCENDOF,Phoenix Cement Co,"Clarkdale, Arizona",16,0,16,0,Cement Manufacturing
86401QTRLM16MIL,Mineral Park Inc,"Golden Valley, Arizona",140,1,0,0,All Other Metal Ore Mining
86434CHMCL25MIL,Chemical Lime Nelson Plant,"Peach Springs, Arizona",44,0,0,0,Crushed and Broken Limestone Mining and Quarrying
87045PLNSSCOUNT,Tri-State Generation & Transmission - Escalante Station,"Prewitt, New Mexico",105,0,14,0,Fossil Fuel Electric Power Generation
87059RGRND11783,Gcc Rio Grande Inc,"Tijeras, New Mexico",8,0,8,0,Cement Manufacturing
87301GNTRFROUTE,Western Refining Southwest Inc - Gallup Refinery,"Jamestown, New Mexico",6,0,6,0,Petroleum Refineries
87413BLMFLNO50C,Western Refining Bloomfield Refinery,"Bloomfield, New Mexico",6,0,0,0,Petroleum Refineries
87416FRCRNCOUNT,Four Corners Steam Electric Station,"Fruitland, New Mexico",1315,0,465,0,Fossil Fuel Electric Power Generation
87421SNJNGCOUNT,San Juan Generating Station,"Waterflow, New Mexico",1228,4,6,0,Fossil Fuel Electric Power Generation
87421SNJNMCOUNT,San Juan Coal Co San Juan Mine,"Waterflow, New Mexico",1328,0,0,0,Bituminous Coal Underground Mining
88210NVJRF501EA,Navajo Refining Co,"Artesia, New Mexico",5,0,5,0,Petroleum Refineries
89003SCLGYHWY95,Us Ecology Nevada Inc,"Beatty, Nevada",7050,0,0,0,Hazardous Waste Treatment and Disposal
89023SDNVDUSHWY,Us Doe Nnsa/Nso Nevada National Security Site,"Mercury, Nevada",2931,0,0,0,National Security
89025RDGRD1WALL,Reid Gardner Generating Station,"Moapa, Nevada",109,0,65,0,Fossil Fuel Electric Power Generation
89036CHMCLOLDSA,Chemical Lime Co,"North Las Vegas, Nevada",55,0,9,0,Lime Manufacturing
8903WPBCGYPBX36,Pabco Gypsum,"North Las Vegas, Nevada",14,14,0,0,Gypsum Product Manufacturing
89045SMKYV1SMOK,Smoky Valley Common Operation,"Round Mountain, Nevada",6202,1,1,0,Gold Ore Mining
89316RBYHLINTER,Ruby Hill Mine,"Eureka, Nevada",245486,11,74,0,Gold Ore Mining
89406KNNCT55MIL,Rawhide Mine,"Fallon, Nevada",38,0,38,0,Gold Ore Mining
89408CNTRY2095N,21st Century Environmental Management Of Nevada Llc,"Fernley, Nevada",1,0,0,0,Hazardous Waste Treatment and Disposal
89408NVDCMHWYI8,Nevada Cement Co,"Fernley, Nevada",10,0,10,0,Cement Manufacturing
89414GTCHL28MIN,Barrick Turquoise Ridge Inc,"Golconda, Nevada",2242,0,0,0,Gold Ore Mining
89414KNSNY60MIL,Newmont Midas Operations,"Midas, Nevada",364,0,12,0,Gold Ore Mining
89414NWMNT35MIL,Newmont Mining Corp Twin Creeks Mine,"Golconda, Nevada",1424299,288,183,0,Gold Ore Mining
89418FLRDCEXIT1,Standard Mining Inc,"Imlay, Nevada",172,0,109,0,Gold Ore Mining
89419CRRCH180EX,Coeur Rochester Inc,"Lovelock, Nevada",11,0,1,0,Silver Ore Mining
89438GLMSM3MILE,Marigold Mining Co,"Valmy, Nevada",37126,2,10,0,Gold Ore Mining
89438NRTHVI80EX,Sierra Pacific Power Co North Valmy Station,"Valmy, Nevada",151,0,98,0,Fossil Fuel Electric Power Generation
89438NWMNTSTONE,Newmont Mining Corp Lone Tree Mine,"Valmy, Nevada",28,27,1,0,Gold Ore Mining
89446HLLSTTWNSH,Hollister Mine,"Winnemucca, Nevada",61,0,0,0,Gold Ore Mining
89446HYCRF52MIL,Hycroft Mine,"Winnemucca, Nevada",304256,9,0,0,Gold Ore Mining
89801JRRTT50MIL,Jerritt Canyon Mine,"Elko, Nevada",34499,0,19,0,Gold Ore Mining
89803BLDMN70MIL,Bald Mountain Mine,"Elko, Nevada",48650,8,7,0,Gold Ore Mining
89803BRRCK27MIL,Barrick Goldstrike Mines Inc,"Elko, Nevada",1520480,10,269,0,Gold Ore Mining
89820BTTLMCOPPE,Newmont Mining Corp Copper Canyon Facility,"Battle Mountain, Nevada",11044,8,2,0,Gold Ore Mining
89821CRTZGSTARA,Cortez Gold Mines,"Crescent Valley, Nevada",332983,19,5,0,Gold Ore Mining
89822NWMNT25MIL,Newmont Mining Corp - Carlin North Area,"Carlin, Nevada",110172,170,2,0,Gold Ore Mining
89822NWMNT6MAIL,Newmont Mining Corp - C Arlin South Area,"Carlin, Nevada",119649,130,410,5,Gold Ore Mining
8982WNWMNT91DUN,Newmont Nevada Energy Investment Llc,"Beowawe, Nevada",204,0,13,0,Fossil Fuel Electric Power Generation
89883GRYMN15MIL,Graymont Western Us Inc Pilot Peak,"West Wendover, Nevada",75,0,9,0,"Crushed and Broken Limestone Mining and Quarrying, Lime Manufacturing"
90039CBGGY5121S,Huntsman Advanced Materials Americas Inc- La Site,"Los Angeles, California",3,0,0,0,Plastics Material and Resin Manufacturing
90040CMMRC5926S,Commerce Refuse-To-Energy Facility,"Commerce, California",7,0,7,0,Solid Waste Combustors and Incinerators
90058GNBNC2717S,Exide Technologies,"Los Angeles, California",2,0,0,0,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)"
90245CHVRN324WE,Chevron Products Co Div Of Chevron Usa Inc,"El Segundo, California",64,0,15,2,Petroleum Refineries
90248SPCTR14422,Spectrum Laboratory Products I Nc,"Gardena, California",65,0,0,0,Other Chemical and Allied Products Merchant Wholesalers
90280RNC  5141F,Arnco,"South Gate, California",1,1,0,0,Plastics Material and Resin Manufacturing
90509MBLLC3700W,Exxonmobil Oil Corp - Torrance Refinery,"Torrance, California",195,0,163,0,Petroleum Refineries
90670MRCNP14722,American Polymers Corp Dba Polycoat Products,"Santa Fe Springs, California",2,0,0,0,Paint and Coating Manufacturing
90744TXCRF2101E,Tesoro Los Angeles Refinery,"Wilmington, California",245,0,4,0,Petroleum Refineries
90745NCLCR1520E,Conocophillips Los Angeles Refinery Carson Plant,"Carson, California",9,0,3,0,Petroleum Refineries
90748NCLLS1660W,Conocophillips Los Angeles Refinery Wilmington Plant,"Wilmington, California",9,0,4,0,Petroleum Refineries
90748NNPCF2402E,Ultramar Inc Wilmington Refinery,"Wilmington, California",8,0,5,0,Petroleum Refineries
90749RCPRD1801E,Bp West Coast Products Llc Carson,"Carson, California",123,1,13,0,"Petroleum Refineries, Petroleum Bulk Stations and Terminals"
92227NWMNT6502E,Mesquite Mine,"Brawley, California",20644,0,3,0,Gold Ore Mining
92356MTSBS5808S,Mitsubishi Cement Corp,"Lucerne Valley, California",63,1,62,0,Cement Manufacturing
92368RVRSD19409,Txi Riverside Cement Oro Grande Plant,"Oro Grande, California",241,0,240,0,Cement Manufacturing
92392STHWSBLACK,Cemex Construction Materials Pacific Llc,"Victorville, California",196,0,196,0,Cement Manufacturing
93117SNTBR75COR,Raytheon Vision Systems,"Goleta, California",2,0,0,0,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing"
93206SFTYK2500W,Clean Harbors Buttonwillow Llc,"Buttonwillow, California",241,1,0,0,Hazardous Waste Treatment and Disposal
93239CHMCL35251,Chemical Waste Management Inc,"Kettleman City, California",18864,1,0,0,Hazardous Waste Treatment and Disposal
93243NTNLCSTATE,National Cement Co Of California Inc,"Lebec, California",6,0,6,0,Cement Manufacturing
93308MTPSC36157,Mt Poso Cogeneration,"Bakersfield, California",1,0,1,0,Fossil Fuel Electric Power Generation
9330WCSTMB19NRR,Custom Building Products Inc,"Bakersfield, California",30,0,0,0,All Other Miscellaneous Nonmetallic Mineral Product Manufacturing
93502CLFRN9350O,Calportland Co Mojave Plant,"Mojave, California",83,0,83,0,Cement Manufacturing
93561CLVRS13573,Lehigh Southwest Cement Co,"Tehachapi, California",872,1,870,0,Cement Manufacturing
93562CCGNR12801,Ace Cogeneration Facility,"Trona, California",30,0,2,0,Fossil Fuel Electric Power Generation
93562CRBRGWINGA,Cr Briggs Corp,"Trona, California",57,0,57,0,Gold Ore Mining
93610CRTNT17775,Certainteed Corp,"Chowchilla, California",1,0,1,0,Mineral Wool Manufacturing
93902CHMCL11771,Chemical Lime Nativadad Plant,"Salinas, California",9,0,0,0,"Crushed and Broken Limestone Mining and Quarrying, Lime Manufacturing"
94303FRDRS3825F,Space Systems Loral B4,"Palo Alto, California",23,0,0,0,Guided Missile and Space Vehicle Manufacturing
94510XXNCS3400E,Valero Refining Co - Cali Fornia Benicia Refinery,"Benicia, California",232,0,7,0,Petroleum Refineries
94538THCLT6400S,Certainteed Corp,"Fremont, California",1,0,0,0,Asphalt Shingle and Coating Materials Manufacturing
94551SDLWR7000E,Us Doe Lawrence Livermore National Laboratory,"Livermore, California",1,0,0,0,"Reseach and Development in the Physical, Engineering, and Life Sciences (except Biotechnology)"
94553SHLLL3485P,Shell Oil Products Us - Martinez Refinery,"Martinez, California",152,1,20,0,Petroleum Refineries
94553TSCCRAVONR,Tesoro Refining & Marketing Co,"Martinez, California",540,1,5,0,Petroleum Refineries
94572NCLSNOLDHI,Conocophillips San Francisco R Efinery,"Rodeo, California",36,1,20,0,Petroleum Refineries
94572TSCSF2101F,Conocophillips Carbon Plant,"Rodeo, California",21,14,5,0,All Other Petroleum and Coal Products Manufacturing
94587NTDST1295W,United States Pipe & Foundry Co Llc,"Union City, California",7,0,7,0,Iron Foundries
94802CHVRN576ST,Chevron Richmond Technology Center,"Richmond, California",16,0,0,0,Support Activities for Oil and Gas Operations
94802CHVRN841ST,Chevron Products Co Richmond Refinery,"Richmond, California",54,1,7,0,Petroleum Refineries
95014KSRCMNA,Lehigh Southwest Cement Co,"Cupertino, California",613,1,612,0,Cement Manufacturing
95133SFTYK1021B,Clean Harbors San Jose Llc,"San Jose, California",12,0,0,0,Hazardous Waste Treatment and Disposal
95330FRSMP16777,J R Simplot Co Lathrop,"Lathrop, California",15,0,0,0,Phosphatic Fertilizer Manufacturing
95354GLLGL605SO,Gallo Glass Co,"Modesto, California",18,0,1,0,Glass Container Manufacturing
96003CLVRS15390,Lehigh Southwest Cement Co,"Redding, California",40,0,40,0,Cement Manufacturing
96707CHVRN91480,Chevron Products Co - Hawaii Refinery,"Kapolei, Hawaii",79,10,4,5,Petroleum Refineries
96707HWNND91325,Tesoro Hawaii Refinery,"Kapolei, Hawaii",9,0,4,0,Petroleum Refineries
96707KLLCG91111,Kalaeloa Cogen Plant,"Kapolei, Hawaii",12,0,12,0,Fossil Fuel Electric Power Generation
96707SHWNC91086,Aes Hawaii Inc,"Kapolei, Hawaii",426,0,1,0,Fossil Fuel Electric Power Generation
96792KHGNR89900,Hawaiian Electric Co Inc Kahe Generating Station,"Kapolei, Hawaii",16,0,16,0,Fossil Fuel Electric Power Generation
96793MLGNRNKIHE,Maui Electric Co Ltd Maalaea Generating Station,"Kihei, Hawaii",13,0,13,0,Fossil Fuel Electric Power Generation
97128CSCDS3200N,Cascade Steel Rolling Mills Inc,"Mcminnville, Oregon",10,0,0,0,Iron and Steel Mills
97132SMRFTWYNOO,Sp Newsprint Co Llc,"Newberg, Oregon",56,0,3,0,Newsprint Mills
97478WYRHS785N4,International Paper,"Springfield, Oregon",4,0,4,0,Paperboard Mills
97812CHMCL17629,Chemical Waste Management Of The Northwest Inc,"Arlington, Oregon",211,0,0,0,Hazardous Waste Treatment and Disposal
97818BRDMN73334,Boardman Plant,"Boardman, Oregon",240,0,206,0,Fossil Fuel Electric Power Generation
97838MTLLCSCBUL,Us Army Umatilla Chemical Depot,"Hermiston, Oregon",44,0,0,0,National Security
97905SHGRV330CE,Ash Grove Cement Co,"Durkee, Oregon",879,0,879,0,Cement Manufacturing
98032BRLNG20245,Burlington Environmental Inc,"Kent, Washington",21,0,0,0,Hazardous Waste Treatment and Disposal
98106HLNMN5400W,Lafarge Na,"Seattle, Washington",27,0,25,0,Cement Manufacturing
98106SLMNB2424S,Nucor Steel Seattle Inc,"Seattle, Washington",66,0,66,0,Iron and Steel Mills
98134SHGRV3801E,Ash Grove Cement Co,"Seattle, Washington",67,0,67,0,Cement Manufacturing
98201SCTTP2600F,Kimberly-Clark Worldwide,"Everett, Washington",24,0,12,3,Paper (except Newsprint) Mills
98221GNRLC655NT,General Chemical Llc,"Anacortes, Washington",26,0,0,0,All Other Basic Inorganic Chemical Manufacturing
98221PGTSN600ST,Shell Oil Products Us - Puget Sound Refinery,"Anacortes, Washington",15,0,7,0,Petroleum Refineries
98221SHLLLWESTM,Tesoro Refining & Marketing Co,"Anacortes, Washington",37,0,11,1,Petroleum Refineries
98248MBLLC3901U,Conocophillips Ferndale Refinery,"Ferndale, Washington",12,0,6,0,Petroleum Refineries
98248RCCHR4519G,Bp Cherry Point Refinery,"Blaine, Washington",13,1,7,0,Petroleum Refineries
98368PRTTW100PA,Port Townsend Paper Corp,"Port Townsend, Washington",12,0,3,0,Paper (except Newsprint) Mills
98421SLRFN3001M,Us Oil & Refining Co,"Tacoma, Washington",5,0,1,0,Petroleum Refineries
98421SMPSN801PO,Simpson Tacoma Kraft Co Llc,"Tacoma, Washington",12,0,2,0,Pulp Mills
98531CNTRL913BI,Transalta Centralia Generation / Mining,"Centralia, Washington",351,0,331,0,Fossil Fuel Electric Power Generation
98607JMSRVNE4TH,Georgia-Pacific Consumer Products (Camas) Llc,"Camas, Washington",8,0,5,3,Paper (except Newsprint) Mills
98632LNGVWSOUTH,Longview Fibre Paper & Packaging Inc,"Longview, Washington",17,0,10,6,Paperboard Mills
98632WYRHS3401I,Weyerhaeuser Nr Co - Longview,"Longview, Washington",28,0,5,1,Pulp Mills
99611TSRLSMILE2,Tesoro Alaska - Kenai Refinery,"Kenai, Alaska",11,0,3,1,Petroleum Refineries
99701RRNRG1204F,Aurora Energy Llc,"Fairbanks, Alaska",24,0,13,0,Fossil Fuel Electric Power Generation
99702LSNRF2258C,Us Dod Usaf Eielson Afb Ak,"Eielson Afb, Alaska",14,0,13,0,National Security
99703DYNTL3564N,Doyon Utilities Ft Wainwright Ak,"Fort Wainwright, Alaska",26,0,2,0,Steam and Air-Conditioning Supply
99703SDPRT1060G,Us Army Fort Wainwright Cantonment,"Fort Wainwright, Alaska",24,0,0,0,National Security
99707FRTKN1FORA,Fort Knox Mine,"Fairbanks, Alaska",2734,0,0,0,Gold Ore Mining
99737PGMNX38MIL,Pogo Mine,"Delta Junction, Alaska",190,0,0,0,Gold Ore Mining
99743HLYPW25MIL,Golden Valley Electric Assoc Healy Power Plant,"Healy, Alaska",33,0,4,0,Fossil Fuel Electric Power Generation
99752RDDGP90MIL,Red Dog Operations,"Kotzebue, Alaska",110778,7,1,0,Lead Ore and Zinc Ore Mining
99801CRLSK331CL,Coeur Alaska Inc Kensington Gold Project,"Juneau, Alaska",7,0,1,0,Gold Ore Mining
99801KNNCT13401,Hecla Greens Creek Mining Co,"Juneau, Alaska",13193,0,6,0,Lead Ore and Zinc Ore Mining
